request_id,input_tokens,output_tokens,ttft_ms,e2e_ms,tpot_ms
sharegpt_7JhALAY_0,222,475,309.919,12336.474,25.372
sharegpt_GRk1LPZ_0,70,255,309.56,7395.706,27.898
sharegpt_U3S02iq_0,14,524,309.831,13393.924,25.017
sharegpt_2wDnY0N_0,25,803,991.978,19560.452,23.153
sharegpt_qRbHQU7_12,45,661,992.473,16517.747,23.523
sharegpt_yMxOowb_132,629,926,992.486,22091.985,22.81
sharegpt_qLEszEA_208,37,247,992.019,7323.782,25.739
sharegpt_xuR7z91_26,63,110,992.377,4027.816,27.848
sharegpt_yxQxL6n_0,94,562,990.403,14326.354,23.772
sharegpt_yAwGFqP_100,515,590,991.926,14946.861,23.693
sharegpt_D0cbbeB_4,1110,1021,1130.263,24067.992,22.488
sharegpt_WAOAkJZ_0,44,697,442.972,17212.785,24.095
sharegpt_3qVPZGU_0,64,698,442.788,17235.199,24.092
sharegpt_wfchack_0,173,283,442.282,8086.246,27.106
sharegpt_V8rl6n5_0,56,702,442.712,17322.29,24.079
sharegpt_l6geHv4_42,17,596,1129.52,15102.232,23.484
sharegpt_9afria9_8,1087,636,442.486,15875.672,24.304
sharegpt_vFtK0lQ_0,18,563,1128.446,14370.803,23.563
sharegpt_ITAvflY_0,21,819,442.645,19809.935,23.676
sharegpt_xPGHSnV_0,29,428,442.005,11311.959,25.457
sharegpt_jwZ0WX1_0,647,1013,578.941,23820.032,22.966
sharegpt_kfVsCGi_0,40,538,579.069,13740.772,24.51
sharegpt_TgomyCL_0,68,623,578.215,15610.194,24.167
sharegpt_ijIr7vm_0,21,831,578.803,20081.089,23.497
sharegpt_uqppRZd_0,261,1025,578.837,24067.184,22.938
sharegpt_HELyvLS_0,36,381,577.169,10294.868,25.573
sharegpt_xoAlW8C_0,52,949,577.897,22501.384,23.126
sharegpt_vRkueLp_0,139,1025,577.738,24067.154,22.939
sharegpt_DvTeoPJ_0,31,255,577.607,7442.338,27.026
sharegpt_iuA20cs_0,36,49,577.581,2498.883,40.027
sharegpt_tfpx5io_0,32,397,578.593,10645.535,25.422
sharegpt_xQdCtMx_0,1336,1025,735.821,24087.647,22.805
sharegpt_Ws7UnN4_0,34,725,735.186,17854.153,23.645
sharegpt_lQPFX1x_0,12,1025,735.743,24087.565,22.805
sharegpt_DFMYCG8_0,532,520,735.545,13370.073,24.344
sharegpt_3JaBOCI_0,12,468,734.973,12245.153,24.647
sharegpt_62YjlwM_20,494,381,1429.0,10424.835,23.673
sharegpt_DvSVEeb_0,26,383,1429.488,10469.848,23.666
sharegpt_NzuWuye_0,21,201,1429.424,6283.707,24.271
sharegpt_urObKlk_0,36,880,1428.819,21205.769,22.499
sharegpt_GhfOOFN_98,42,515,1428.855,13369.638,23.231
sharegpt_W6wCYNp_0,60,691,1427.132,17233.489,22.908
sharegpt_r5r0E6g_0,13,588,1427.106,14967.776,23.068
sharegpt_JlBAuMI_0,21,816,1426.964,19891.91,22.656
sharegpt_hk6Ph3s_0,68,354,1429.196,9840.731,23.829
sharegpt_afqhKGj_0,123,341,1551.379,9581.243,23.617
sharegpt_KR4HUoi_0,20,679,1550.158,16992.461,22.776
sharegpt_9bdW6Qy_0,18,230,1549.725,7009.579,23.842
