request_id,input_tokens,output_tokens,ttft_ms,e2e_ms,tpot_ms
sharegpt_3qVPZGU_0,64,713,64.819,16024.681,22.416
sharegpt_wfchack_0,173,283,66.376,6449.08,22.634
sharegpt_V8rl6n5_0,56,702,64.769,15773.14,22.409
sharegpt_l6geHv4_42,17,596,65.03,13446.494,22.49
sharegpt_9afria9_8,1087,637,93.791,14347.679,22.412
sharegpt_vFtK0lQ_0,18,563,65.173,12663.16,22.416
sharegpt_ITAvflY_0,21,819,66.611,18154.062,22.112
sharegpt_xPGHSnV_0,29,428,65.347,9675.033,22.505
sharegpt_jwZ0WX1_0,647,1013,91.426,22183.669,21.83
sharegpt_kfVsCGi_0,40,483,65.071,10859.261,22.395
sharegpt_TgomyCL_0,68,638,63.791,14227.785,22.235
sharegpt_ijIr7vm_0,21,831,63.022,18343.995,22.025
sharegpt_uqppRZd_0,261,1025,66.912,22381.301,21.791
sharegpt_HELyvLS_0,36,372,65.453,8405.929,22.481
sharegpt_xoAlW8C_0,52,1025,63.576,22271.84,21.688
sharegpt_vRkueLp_0,139,1025,63.486,22199.858,21.618
sharegpt_DvTeoPJ_0,31,255,64.828,5814.436,22.636
sharegpt_iuA20cs_0,36,49,64.262,1172.2,23.082
sharegpt_tfpx5io_0,32,397,64.432,8944.308,22.424
sharegpt_xQdCtMx_0,1336,1025,126.963,22150.205,21.507
sharegpt_Ws7UnN4_0,34,875,64.18,19017.287,21.685
sharegpt_lQPFX1x_0,12,1025,74.567,22054.952,21.465
sharegpt_DFMYCG8_0,532,520,79.504,11508.5,22.021
sharegpt_3JaBOCI_0,12,468,78.157,10385.58,22.072
sharegpt_62YjlwM_20,494,381,100.212,8517.786,22.152
sharegpt_DvSVEeb_0,26,404,67.218,8970.096,22.092
sharegpt_NzuWuye_0,21,201,63.885,4482.216,22.092
sharegpt_urObKlk_0,36,880,64.1,18722.905,21.227
sharegpt_GhfOOFN_98,42,515,64.526,11146.553,21.56
sharegpt_W6wCYNp_0,60,691,64.093,14801.267,21.358
sharegpt_r5r0E6g_0,13,663,63.541,14183.277,21.329
sharegpt_JlBAuMI_0,21,816,64.449,17299.499,21.147
sharegpt_hk6Ph3s_0,68,349,64.254,7619.055,21.709
sharegpt_afqhKGj_0,123,341,61.277,7444.645,21.716
sharegpt_KR4HUoi_0,20,710,61.843,15130.629,21.254
sharegpt_9bdW6Qy_0,18,228,61.682,5001.476,21.761
