request_id,input_tokens,output_tokens,ttft_ms,e2e_ms,tpot_ms
sharegpt_uqppRZd_0,261,1025,62.554,21687.634,21.118
sharegpt_HELyvLS_0,36,372,63.364,8145.618,21.785
sharegpt_xoAlW8C_0,52,935,64.854,19860.894,21.195
sharegpt_vRkueLp_0,139,1025,64.462,21678.472,21.107
sharegpt_DvTeoPJ_0,31,255,61.135,5606.877,21.834
sharegpt_iuA20cs_0,36,49,62.209,1064.747,20.886
sharegpt_tfpx5io_0,32,353,64.733,7759.218,21.859
sharegpt_xQdCtMx_0,1336,1025,130.386,21614.367,20.98
sharegpt_Ws7UnN4_0,34,983,130.038,20763.965,21.012
sharegpt_lQPFX1x_0,12,1024,63.234,21494.059,20.949
sharegpt_DFMYCG8_0,532,520,80.932,11200.292,21.425
sharegpt_3JaBOCI_0,12,468,77.804,10152.096,21.572
sharegpt_62YjlwM_20,494,381,70.987,8310.313,21.682
sharegpt_DvSVEeb_0,26,383,66.172,8345.374,21.673
sharegpt_NzuWuye_0,21,201,63.707,4382.868,21.596
sharegpt_urObKlk_0,36,880,61.885,18434.916,20.902
sharegpt_GhfOOFN_98,42,537,61.009,11470.09,21.286
sharegpt_W6wCYNp_0,60,686,70.888,14465.369,21.014
sharegpt_r5r0E6g_0,13,663,62.778,13915.022,20.925
sharegpt_JlBAuMI_0,21,816,62.069,17017.558,20.804
sharegpt_hk6Ph3s_0,68,342,61.857,7396.872,21.51
sharegpt_afqhKGj_0,123,194,64.01,4252.886,21.704
sharegpt_KR4HUoi_0,20,692,62.402,14463.083,20.84
sharegpt_9bdW6Qy_0,18,230,64.333,5039.048,21.724
