request_id,input_tokens,output_tokens,ttft_ms,e2e_ms,tpot_ms
sharegpt_JrQCmm5_0,18,142,60.674,2959.61,20.56
sharegpt_gcVkCKD_0,146,462,60.381,9706.325,20.924
sharegpt_7JhALAY_0,222,475,59.667,9972.474,20.913
sharegpt_GRk1LPZ_0,70,255,59.469,5361.926,20.876
sharegpt_U3S02iq_0,14,524,60.667,11007.468,20.931
sharegpt_2wDnY0N_0,25,803,60.631,16810.333,20.885
sharegpt_qRbHQU7_12,45,644,60.282,13488.62,20.884
sharegpt_yMxOowb_132,629,926,69.119,19398.223,20.896
sharegpt_qLEszEA_208,37,247,61.295,5208.57,20.924
sharegpt_xuR7z91_26,63,118,58.531,2530.829,21.131
sharegpt_yxQxL6n_0,94,564,63.011,11846.392,20.93
sharegpt_yAwGFqP_100,515,591,64.768,12402.795,20.912
sharegpt_D0cbbeB_4,1110,1021,109.288,21296.532,20.772
sharegpt_WAOAkJZ_0,44,795,58.894,16601.52,20.835
sharegpt_3qVPZGU_0,64,713,60.724,14923.579,20.875
sharegpt_wfchack_0,173,283,62.412,5942.763,20.852
sharegpt_V8rl6n5_0,56,702,60.738,14675.854,20.849
sharegpt_l6geHv4_42,17,478,60.28,9998.468,20.835
sharegpt_9afria9_8,1087,636,88.828,13288.51,20.787
sharegpt_vFtK0lQ_0,18,563,60.368,11752.671,20.805
sharegpt_ITAvflY_0,21,819,62.136,17013.295,20.723
sharegpt_xPGHSnV_0,29,428,60.473,8910.186,20.725
sharegpt_jwZ0WX1_0,647,1013,74.642,21014.264,20.691
sharegpt_kfVsCGi_0,40,482,60.05,10060.281,20.791
sharegpt_TgomyCL_0,68,638,60.454,13257.558,20.718
sharegpt_ijIr7vm_0,21,817,59.506,16941.012,20.688
sharegpt_uqppRZd_0,261,1025,62.982,21109.725,20.553
sharegpt_HELyvLS_0,36,380,59.906,7889.936,20.66
sharegpt_xoAlW8C_0,52,1025,60.47,21060.88,20.508
sharegpt_vRkueLp_0,139,1025,60.397,21056.124,20.504
sharegpt_DvTeoPJ_0,31,255,60.664,5312.958,20.678
sharegpt_iuA20cs_0,36,49,63.136,1026.736,20.075
sharegpt_tfpx5io_0,32,395,59.898,8199.318,20.658
sharegpt_xQdCtMx_0,1336,1025,121.592,21001.517,20.391
sharegpt_Ws7UnN4_0,34,980,60.515,20029.776,20.398
sharegpt_lQPFX1x_0,12,1025,61.142,20903.021,20.353
sharegpt_DFMYCG8_0,532,520,74.428,10724.146,20.52
sharegpt_3JaBOCI_0,12,468,59.46,9652.396,20.542
sharegpt_62YjlwM_20,494,381,60.996,7857.67,20.518
sharegpt_DvSVEeb_0,26,404,59.14,8327.869,20.518
sharegpt_NzuWuye_0,21,201,58.641,4148.639,20.45
sharegpt_urObKlk_0,36,880,58.441,17972.044,20.38
sharegpt_GhfOOFN_98,42,572,59.914,11760.906,20.492
sharegpt_W6wCYNp_0,60,691,61.21,14129.451,20.389
sharegpt_r5r0E6g_0,13,588,61.253,12034.192,20.397
sharegpt_JlBAuMI_0,21,816,59.866,16577.914,20.268
sharegpt_hk6Ph3s_0,68,354,58.53,7293.342,20.495
sharegpt_afqhKGj_0,123,341,62.49,7012.091,20.44
sharegpt_KR4HUoi_0,20,692,60.459,14063.381,20.265
sharegpt_9bdW6Qy_0,18,233,59.623,4775.167,20.326
