request_id,input_tokens,output_tokens,ttft_ms,e2e_ms,tpot_ms
sharegpt_qRbHQU7_12,45,644,61.402,14011.116,21.695
sharegpt_yMxOowb_132,629,986,70.144,21259.393,21.512
sharegpt_qLEszEA_208,37,247,61.493,5353.12,21.511
sharegpt_xuR7z91_26,63,120,63.419,2595.275,21.276
sharegpt_yxQxL6n_0,94,562,64.496,12219.793,21.667
sharegpt_yAwGFqP_100,515,590,65.597,12809.406,21.636
sharegpt_D0cbbeB_4,1110,931,110.077,20036.646,21.426
sharegpt_WAOAkJZ_0,44,697,61.222,15003.666,21.469
sharegpt_3qVPZGU_0,64,713,60.919,15396.672,21.539
sharegpt_wfchack_0,173,283,61.774,6163.046,21.636
sharegpt_V8rl6n5_0,56,702,60.977,15161.17,21.541
sharegpt_l6geHv4_42,17,596,62.058,12900.977,21.578
sharegpt_9afria9_8,1087,637,90.308,13723.504,21.436
sharegpt_vFtK0lQ_0,18,563,61.418,12128.951,21.472
sharegpt_ITAvflY_0,21,819,62.41,17512.172,21.332
sharegpt_xPGHSnV_0,29,428,66.096,9205.497,21.404
sharegpt_jwZ0WX1_0,647,1013,77.193,21580.947,21.249
sharegpt_kfVsCGi_0,40,606,60.662,12982.622,21.359
sharegpt_TgomyCL_0,68,638,63.98,13628.186,21.294
sharegpt_ijIr7vm_0,21,834,63.43,17673.591,21.141
sharegpt_uqppRZd_0,261,1025,62.37,21600.686,21.034
sharegpt_HELyvLS_0,36,372,60.13,7923.09,21.194
sharegpt_xoAlW8C_0,52,935,62.647,19699.195,21.024
sharegpt_vRkueLp_0,139,1025,62.82,21510.552,20.945
sharegpt_DvTeoPJ_0,31,255,62.833,5446.954,21.197
sharegpt_iuA20cs_0,36,49,61.017,1101.008,21.666
sharegpt_tfpx5io_0,32,353,61.225,7499.94,21.133
sharegpt_xQdCtMx_0,1336,1025,121.078,21459.705,20.839
sharegpt_Ws7UnN4_0,34,983,61.243,20523.933,20.838
sharegpt_lQPFX1x_0,12,1025,60.92,21396.415,20.835
sharegpt_DFMYCG8_0,532,520,75.427,10984.567,21.02
sharegpt_3JaBOCI_0,12,468,59.51,9889.335,21.049
sharegpt_62YjlwM_20,494,381,61.298,8056.674,21.04
sharegpt_DvSVEeb_0,26,406,63.134,8596.795,21.071
sharegpt_NzuWuye_0,21,201,63.461,4239.913,20.882
sharegpt_urObKlk_0,36,880,62.277,18340.766,20.795
sharegpt_GhfOOFN_98,42,515,60.932,10808.347,20.909
sharegpt_W6wCYNp_0,60,686,59.764,14313.811,20.809
sharegpt_r5r0E6g_0,13,663,61.738,13838.753,20.811
sharegpt_JlBAuMI_0,21,816,60.942,16989.198,20.771
sharegpt_hk6Ph3s_0,68,349,64.013,7342.978,20.917
sharegpt_afqhKGj_0,123,341,65.006,7176.376,20.916
sharegpt_KR4HUoi_0,20,692,64.198,14396.206,20.741
sharegpt_9bdW6Qy_0,18,233,60.341,4891.303,20.823
