request_id,input_tokens,output_tokens,ttft_ms,e2e_ms,tpot_ms
sharegpt_xuR7z91_26,63,120,716.734,3869.757,26.496
sharegpt_yxQxL6n_0,94,564,716.325,13552.41,22.799
sharegpt_yAwGFqP_100,515,591,852.293,14151.004,22.54
sharegpt_D0cbbeB_4,1110,1021,852.715,23096.739,21.808
sharegpt_WAOAkJZ_0,44,697,447.908,16364.294,22.868
sharegpt_3qVPZGU_0,64,713,448.062,16705.963,22.834
sharegpt_wfchack_0,173,283,447.979,7372.133,24.554
sharegpt_V8rl6n5_0,56,702,447.945,16471.828,22.859
sharegpt_l6geHv4_42,17,596,990.278,14279.363,22.335
sharegpt_9afria9_8,1087,637,447.879,15071.934,22.994
sharegpt_vFtK0lQ_0,18,563,989.726,13573.533,22.391
sharegpt_ITAvflY_0,21,819,447.514,18934.173,22.6
sharegpt_xPGHSnV_0,29,428,447.36,10528.667,23.61
sharegpt_jwZ0WX1_0,647,1013,580.81,22889.113,22.044
sharegpt_kfVsCGi_0,40,482,581.066,11718.841,23.155
sharegpt_TgomyCL_0,68,623,580.409,14792.195,22.849
sharegpt_ijIr7vm_0,21,817,580.382,18912.678,22.466
sharegpt_uqppRZd_0,261,1025,580.271,23138.255,22.029
sharegpt_HELyvLS_0,36,372,580.391,9334.652,23.596
sharegpt_xoAlW8C_0,52,935,580.402,21317.829,22.203
sharegpt_vRkueLp_0,139,864,580.379,19881.361,22.365
sharegpt_DvTeoPJ_0,31,255,746.27,6332.133,21.992
sharegpt_iuA20cs_0,36,49,63.192,1081.971,21.225
sharegpt_tfpx5io_0,32,403,63.752,8870.306,21.907
sharegpt_xQdCtMx_0,1336,1025,130.306,21915.567,21.275
sharegpt_Ws7UnN4_0,34,1025,129.351,21913.254,21.273
sharegpt_lQPFX1x_0,12,1025,63.712,21825.211,21.251
sharegpt_DFMYCG8_0,532,520,81.979,11350.652,21.712
sharegpt_3JaBOCI_0,12,468,64.799,10217.055,21.739
sharegpt_62YjlwM_20,494,381,72.612,8311.533,21.681
sharegpt_DvSVEeb_0,26,406,63.786,8868.033,21.739
sharegpt_NzuWuye_0,21,201,63.499,4392.689,21.646
sharegpt_urObKlk_0,36,880,62.923,18603.906,21.093
sharegpt_GhfOOFN_98,42,537,64.159,11630.576,21.579
sharegpt_W6wCYNp_0,60,691,64.035,14776.638,21.323
sharegpt_r5r0E6g_0,13,663,62.797,14204.211,21.362
sharegpt_JlBAuMI_0,21,816,63.731,17274.802,21.118
sharegpt_hk6Ph3s_0,68,354,65.193,7721.51,21.689
sharegpt_afqhKGj_0,123,341,64.141,7432.246,21.671
sharegpt_KR4HUoi_0,20,674,63.582,14338.445,21.211
sharegpt_9bdW6Qy_0,18,230,66.442,5042.371,21.729
