request_id,input_tokens,output_tokens,ttft_ms,e2e_ms,tpot_ms
sharegpt_FjQjuhg_0,83,403,736.519,10490.552,24.264
sharegpt_yycpKrx_0,19,1025,736.192,23767.95,22.492
sharegpt_Tnyb9mk_26,760,1025,870.757,23788.144,22.38
sharegpt_V8KAABo_0,164,478,870.919,12194.021,23.738
sharegpt_9Qep354_34,507,725,870.821,17539.745,23.023
sharegpt_PUZlqBP_0,534,1025,871.315,23788.083,22.38
sharegpt_RhAc4fh_0,228,236,1563.479,6932.338,22.846
sharegpt_ASOnp4D_0,43,373,871.187,9852.941,24.145
sharegpt_5bzpd5P_0,13,453,1563.387,11745.449,22.527
sharegpt_0M8jndL_0,20,354,1563.062,9541.614,22.602
sharegpt_GPKEDmZ_0,71,116,870.98,4050.111,27.645
sharegpt_IOhW1Iq_50,317,76,870.653,3125.04,30.058
sharegpt_NeBDpcw_24,168,977,196.048,22683.0,23.04
sharegpt_JrQCmm5_0,18,142,325.144,4559.726,30.032
sharegpt_gcVkCKD_0,146,497,1008.621,12624.071,23.418
sharegpt_7JhALAY_0,222,475,1009.435,12149.563,23.502
sharegpt_GRk1LPZ_0,70,255,324.832,7161.522,26.916
sharegpt_U3S02iq_0,14,524,324.797,13101.539,24.43
sharegpt_2wDnY0N_0,25,680,1008.78,16599.164,22.961
sharegpt_qRbHQU7_12,45,644,324.834,15710.423,23.928
sharegpt_yMxOowb_132,629,986,1009.093,22996.989,22.323
sharegpt_qLEszEA_208,37,247,1009.096,7093.902,24.735
sharegpt_xuR7z91_26,63,110,1008.98,3924.891,26.751
sharegpt_yxQxL6n_0,94,562,1008.827,14030.427,23.211
sharegpt_yAwGFqP_100,515,590,1008.76,14641.971,23.146
sharegpt_D0cbbeB_4,1110,931,1144.993,21874.044,22.289
sharegpt_WAOAkJZ_0,44,697,463.017,16875.251,23.581
sharegpt_3qVPZGU_0,64,713,463.056,17217.086,23.531
sharegpt_wfchack_0,173,283,462.948,7787.87,25.975
sharegpt_V8rl6n5_0,56,643,462.887,15710.052,23.749
sharegpt_l6geHv4_42,17,478,1144.448,12236.452,23.254
sharegpt_9afria9_8,1087,637,462.796,15577.14,23.765
sharegpt_vFtK0lQ_0,18,563,1143.757,14073.553,23.007
sharegpt_ITAvflY_0,21,819,462.461,19469.526,23.236
sharegpt_xPGHSnV_0,29,428,462.292,10999.297,24.677
sharegpt_jwZ0WX1_0,647,1013,597.032,23491.292,22.623
sharegpt_kfVsCGi_0,40,482,597.39,12236.332,24.197
sharegpt_TgomyCL_0,68,638,596.953,15621.149,23.586
sharegpt_ijIr7vm_0,21,834,596.949,19796.154,23.048
sharegpt_uqppRZd_0,261,1025,596.526,23744.028,22.605
sharegpt_HELyvLS_0,36,372,597.071,9784.858,24.765
sharegpt_xoAlW8C_0,52,1025,596.6,23744.129,22.605
sharegpt_vRkueLp_0,139,1025,596.392,23744.042,22.605
sharegpt_DvTeoPJ_0,31,255,596.944,7205.907,26.02
sharegpt_iuA20cs_0,36,49,596.289,2466.068,38.954
sharegpt_tfpx5io_0,32,397,596.272,10333.536,24.589
sharegpt_xQdCtMx_0,1336,1025,733.556,23765.094,22.492
sharegpt_Ws7UnN4_0,34,980,733.172,22827.989,22.569
sharegpt_lQPFX1x_0,12,1025,733.114,23764.99,22.492
sharegpt_DFMYCG8_0,532,520,733.346,13077.131,23.784
sharegpt_3JaBOCI_0,12,468,733.112,11951.803,24.023
sharegpt_62YjlwM_20,494,381,1420.937,10112.902,22.874
sharegpt_DvSVEeb_0,26,406,1420.935,10664.297,22.823
sharegpt_NzuWuye_0,21,201,1420.844,6103.176,23.412
sharegpt_urObKlk_0,36,880,1419.691,20860.857,22.117
sharegpt_GhfOOFN_98,42,572,1420.237,14316.517,22.585
sharegpt_W6wCYNp_0,60,686,1420.14,16788.624,22.436
sharegpt_r5r0E6g_0,13,588,1420.936,14662.298,22.558
sharegpt_JlBAuMI_0,21,816,1420.792,19550.155,22.245
sharegpt_hk6Ph3s_0,68,354,1420.538,9515.778,22.933
sharegpt_afqhKGj_0,123,341,1420.288,9222.996,22.949
sharegpt_KR4HUoi_0,20,674,1420.514,16532.433,22.455
sharegpt_9bdW6Qy_0,18,233,1420.33,6835.411,23.341
